Address,City,original_price,lot_size_m2,living_space_m2,build_year,build_type,house_type,roof_type,rooms,toilet,floors,energy_label,position,garden,neighborhood_price_per_m2,price_cleaned,living_space_cleaned,lot_size_cleaned,bedrooms,total_rooms,house_type_cleaned,garden_type,price_per_sqm
Elzenlaan 4,Dordrecht,€ 365.000,155 m²,121 m²,1962.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.090,365000.0,121.0,155.0,5.0,6,Eengezinswoning,Back Garden,3016.528925619835
Willem de Zwijgerstraat 6,Nijverdal,€ 269.500,203 m²,65 m²,1926.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.225,269500.0,65.0,203.0,3.0,4,Eengezinswoning,Back Garden,4146.153846153846
Pimpernelstraat 13,Utrecht,€ 450.000,115 m²,118 m²,2001.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Patio/atrium en zonneterras,3.800,450000.0,118.0,115.0,3.0,4,Eengezinswoning,Other Garden,3813.5593220338983
Margrietstraat 13,Wijchen,€ 300.000,212 m²,95 m²,1957.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,860,300000.0,95.0,212.0,3.0,5,Eengezinswoning,Back Garden,3157.8947368421054
Alexandriet 4,Mijdrecht,€ 389.000,115 m²,89 m²,1988.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.575,389000.0,89.0,115.0,3.0,4,Eengezinswoning,Back Garden,4370.786516853933
Einsteinlaan 7,Pijnacker,€ 500.000,201 m²,121 m²,1969.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,4.010,500000.0,121.0,201.0,4.0,5,Eengezinswoning,Back Garden,4132.231404958678
Kerkstraat 25,Berghem,€ 297.500,190 m²,104 m²,1952.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum en in woonwijk,Achtertuin en voortuin,4.285,297500.0,104.0,190.0,3.0,5,Eengezinswoning,Back Garden,2860.576923076923
Anna Johanna van Nassaustraat 7,Vianen (UT),€ 525.000,225 m²,171 m²,1992.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.817,525000.0,171.0,225.0,3.0,4,Eengezinswoning,Back Garden,3070.1754385964914
IJsselkade 24,IJsselstein,€ 385.000,103 m²,108 m²,1991.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en in centrum",Achtertuin,1.080,385000.0,108.0,103.0,3.0,4,Eengezinswoning,Back Garden,3564.814814814815
Wethouder Steinmetzstraat 37,Amsterdam,€ 425.000,132 m²,89 m²,1985.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,11.330,425000.0,89.0,132.0,3.0,4,Eengezinswoning,Back Garden,4775.2808988764045
Brouwersdam 21,Hoofddorp,€ 1.295.000,740 m²,370 m²,2004.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,In woonwijk,Tuin rondom,10.415,1295000.0,370.0,740.0,5.0,7,Villa,Other Garden,3500.0
Voorstraat 6,Blije,€ 169.500,178 m²,145 m²,1900.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,G,"Aan rustige weg, beschutte ligging en in centrum",Plaats,630,169500.0,145.0,178.0,4.0,5,Eengezinswoning,Other Garden,1168.9655172413793
Auroralaan 50,Apeldoorn,€ 425.000,445 m²,106 m²,1931.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.800,425000.0,106.0,445.0,3.0,5,Eengezinswoning,Back Garden,4009.433962264151
Izak Osstraat 27,Zwolle,€ 525.000,324 m²,142 m²,1990.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,1.435,525000.0,142.0,324.0,3.0,4,Eengezinswoning,Back Garden,3697.1830985915494
Landpaal 3,Huissen,€ 310.000,141 m²,93 m²,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.940,310000.0,93.0,141.0,2.0,3,Eengezinswoning,Back Garden,3333.3333333333335
Voirt 74,Nuenen,€ 599.000,431 m²,160 m²,1960.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum en in woonwijk,Achtertuin en voortuin,5.500,599000.0,160.0,431.0,4.0,5,Eengezinswoning,Back Garden,3743.75
Willem Berkhemerstraat 1,Wageningen,€ 465.000,160 m²,124 m²,2011.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.875,465000.0,124.0,160.0,4.0,5,Eengezinswoning,Back Garden,3750.0
Markstraat 7,Dordrecht,€ 300.000,127 m²,119 m²,1934.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,730,300000.0,119.0,127.0,3.0,4,Eengezinswoning,Back Garden,2521.0084033613443
Broekweg 17,Horst,€ 549.000,498 m²,179 m²,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg,"Achtertuin, voortuin en zijtuin",675,549000.0,179.0,498.0,5.0,7,Eengezinswoning,Back Garden,3067.0391061452515
Sternweg 2,Groet,€ 449.000,271 m²,101 m²,1989.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in centrum en in woonwijk",Achtertuin en voortuin,,449000.0,101.0,271.0,3.0,4,Eengezinswoning,Back Garden,4445.544554455446
Willem Claijstraat 15,Berkhout,€ 339.000,219 m²,84 m²,1967.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",690,339000.0,84.0,219.0,4.0,5,Eengezinswoning,Back Garden,4035.714285714286
Minoes erf 79,Capelle aan den IJssel,€ 325.000,159 m²,91 m²,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.165,325000.0,91.0,159.0,3.0,4,Eengezinswoning,Back Garden,3571.4285714285716
Herenstraat 69,Slagharen,€ 550.000,1.313 m²,203 m²,1940.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A,Aan bosrand en in centrum,Achtertuin en voortuin,2.455,550000.0,203.0,1.313,4.0,6,Eengezinswoning,Back Garden,2709.35960591133
Brasemlaan 4,Helmond,€ 345.000,144 m²,113 m²,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.590,345000.0,113.0,144.0,3.0,6,Eengezinswoning,Back Garden,3053.097345132743
Vogelbos 33,Prinsenbeek,€ 685.000,368 m²,147 m²,1977.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,11.035,685000.0,147.0,368.0,4.0,5,Eengezinswoning,Back Garden,4659.863945578231
Hoofdspoor 6,Assendelft,€ 385.000,94 m²,91 m²,2010.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,9.455,385000.0,91.0,94.0,3.0,5,Eengezinswoning,Back Garden,4230.7692307692305
Zwolseweg 69,Balkbrug,€ 275.000,404 m²,117 m²,1960.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan bosrand, aan drukke weg en in bosrijke omgeving",Achtertuin en voortuin,545,275000.0,117.0,404.0,3.0,4,Eengezinswoning,Back Garden,2350.4273504273506
Jachtlaan 320 A,Apeldoorn,€ 489.500,290 m²,124 m²,1990.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zonneterras",6.360,489500.0,124.0,290.0,4.0,5,Eengezinswoning,Back Garden,3947.5806451612902
Sluislaan 31,Moordrecht,€ 375.000,168 m²,134 m²,1975.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum,Achtertuin en voortuin,1.675,375000.0,134.0,168.0,5.0,6,Eengezinswoning,Back Garden,2798.507462686567
Violierstraat 35,Eindhoven,€ 625.000,152 m²,139 m²,2010.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin,3.370,625000.0,139.0,152.0,3.0,5,Eengezinswoning,Back Garden,4496.402877697842
Het Aangelag 10,Bladel,€ 579.000,552 m²,133 m²,1989.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Tuin rondom,370,579000.0,133.0,552.0,3.0,5,Eengezinswoning,Other Garden,4353.383458646616
St.-Elisabethstraat 80,Vught,€ 345.000,172 m²,86 m²,1905.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,F,In woonwijk en vrij uitzicht,Achtertuin en voortuin,3.690,345000.0,86.0,172.0,1.0,2,Eengezinswoning,Back Garden,4011.6279069767443
Koningin Beatrixlaan 1,Leusden,€ 500.000,250 m²,88 m²,1955.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,"Achtertuin, voortuin en zijtuin",1.980,500000.0,88.0,250.0,3.0,4,Eengezinswoning,Back Garden,5681.818181818182
Bosjeslaan 20,Vlissingen,€ 217.500,212 m²,84 m²,1947.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,,Achtertuin,1.315,217500.0,84.0,212.0,3.0,4,Eengezinswoning,Back Garden,2589.285714285714
Bierbrouwershorst 302,Apeldoorn,€ 319.000,243 m²,140 m²,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.940,319000.0,140.0,243.0,4.0,5,Eengezinswoning,Back Garden,2278.5714285714284
Eem 13,Nieuwerkerk aan den IJssel,€ 475.000,132 m²,133 m²,2009.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.230,475000.0,133.0,132.0,3.0,5,Eengezinswoning,Back Garden,3571.4285714285716
Poststraat 20 D,Stadskanaal,€ 275.000,577 m²,152 m²,1933.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan vaarwater, aan water en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.315,275000.0,152.0,577.0,3.0,6,Eengezinswoning,Back Garden,1809.2105263157894
Willem de Zwijgerlaan 177,Woudenberg,€ 400.000,153 m²,113 m²,1964.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en voortuin,2.990,400000.0,113.0,153.0,4.0,5,Eengezinswoning,Back Garden,3539.8230088495575
Reimersbeek 21,Amsterdam,€ 695.000,162 m²,104 m²,1961.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,In woonwijk,Achtertuin en voortuin,8.105,695000.0,104.0,162.0,4.0,5,Eengezinswoning,Back Garden,6682.692307692308
Holleweg 161,Heiloo,€ 685.000,530 m²,120 m²,1923.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin",650,685000.0,120.0,530.0,3.0,4,Eengezinswoning,Back Garden,5708.333333333333
Hertogstraat 45,Brunssum,€ 179.000,129 m²,90 m²,1971.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,In woonwijk,Achtertuin,850,179000.0,90.0,129.0,3.0,4,Eengezinswoning,Back Garden,1988.888888888889
Victor Slingelandstraat 13,Oosterhout (NB),€ 375.000,185 m²,101 m²,1997.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",2.670,375000.0,101.0,185.0,3.0,4,Eengezinswoning,Back Garden,3712.871287128713
Corlaerstraat 20,Nijkerk,€ 345.000,147 m²,104 m²,1991.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.575,345000.0,104.0,147.0,4.0,5,Eengezinswoning,Back Garden,3317.3076923076924
Boterbloemlaan 25,Vlissingen,€ 215.000,118 m²,106 m²,1987.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,2.085,215000.0,106.0,118.0,4.0,5,Eengezinswoning,Back Garden,2028.301886792453
Hogeweg 38 a,Oldelamer,€ 450.000,1.773 m²,150 m²,1956.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,230,450000.0,150.0,1.773,3.0,5,Eengezinswoning,Other Garden,3000.0
Baflostraat 12,Arnhem,€ 279.000,179 m²,115 m²,1972.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,4.590,279000.0,115.0,179.0,5.0,6,Eengezinswoning,Back Garden,2426.086956521739
Lijnbaanstraat 24,Middelharnis,€ 170.000,201 m²,81 m²,1924.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,C,In centrum,Achtertuin en voortuin,1.510,170000.0,81.0,201.0,3.0,4,Eengezinswoning,Back Garden,2098.7654320987654
Leurinkstraat 18,Hengelo (OV),€ 299.500,185 m²,131 m²,1948.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.835,299500.0,131.0,185.0,5.0,5,Eengezinswoning,Back Garden,2286.259541984733
Sillebeekstraat 20,Valkenburg (LI),€ 325.000,387 m²,106 m²,1988.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,685,325000.0,106.0,387.0,4.0,6,Eengezinswoning,Back Garden,3066.0377358490564
Minister Treubstraat 12,Enschede,€ 359.000,342 m²,146 m²,1954.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.480,359000.0,146.0,342.0,4.0,5,Eengezinswoning,Back Garden,2458.904109589041
Akkerstraat 6,Gilze,€ 475.000,270 m²,158 m²,1977.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,,475000.0,158.0,270.0,3.0,6,Eengezinswoning,Back Garden,3006.3291139240505
Sint Antoniushof 126,Oosterhout (NB),€ 350.000,140 m²,110 m²,2007.0,Bestaande bouw,"Bungalow, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,In woonwijk,Patio/atrium,1.325,350000.0,110.0,140.0,3.0,4,Bungalow,Other Garden,3181.818181818182
Apollostraat 46,Spijkenisse,€ 349.500,182 m²,119 m²,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,655,349500.0,119.0,182.0,4.0,5,Eengezinswoning,Back Garden,2936.9747899159665
Hunzedal 33,Borger,€ 569.000,760 m²,174 m²,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,Beschutte ligging,Achtertuin en zijtuin,€ 2.350,569000.0,174.0,760.0,4.0,6,Eengezinswoning,Back Garden,3270.114942528736
Beumeesweg 32 a,Alteveer (GR),€ 415.000,1.674 m²,157 m²,1993.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht",Tuin rondom,880,415000.0,157.0,1.674,4.0,5,Eengezinswoning,Other Garden,2643.312101910828
Verremeer 93,Rijsenhout,€ 400.000,312 m²,97 m²,1967.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.535,400000.0,97.0,312.0,4.0,6,Eengezinswoning,Back Garden,4123.711340206186
Voorzorgstraat 8,Haarlem,€ 650.000,113 m²,126 m²,1890.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,2.670,650000.0,126.0,113.0,4.0,5,Eengezinswoning,Back Garden,5158.730158730159
Oranjelaan Oostzijde 31,Puttershoek,€ 349.000,295 m²,86 m²,1953.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,7.090,349000.0,86.0,295.0,3.0,4,Eengezinswoning,Back Garden,4058.139534883721
Aleidisstraat 9,Sprundel,€ 649.000,540 m²,167 m²,2003.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.785,649000.0,167.0,540.0,3.0,6,Eengezinswoning,Back Garden,3886.22754491018
Anjerstraat 33,Ridderkerk,€ 350.000,219 m²,115 m²,1965.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.245,350000.0,115.0,219.0,5.0,6,Eengezinswoning,Back Garden,3043.478260869565
Dorpsstraat 17,Wijngaarden,€ 529.000,320 m²,169 m²,1876.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,Niet verplicht,Aan rustige weg en in woonwijk,Achtertuin,440,529000.0,169.0,320.0,5.0,7,Eengezinswoning,Back Garden,3130.1775147928993
Schalk Burgerstraat 11,Leeuwarden,€ 259.000,107 m²,104 m²,1920.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,1.005,259000.0,104.0,107.0,2.0,3,Eengezinswoning,Back Garden,2490.3846153846152
